sample	assembler	binID	pass.MIMAG_high	pass.MIMAG_medium	pass.GUNC	GUNC.n_contigs	GUNC.n_genes_called	GUNC.n_genes_mapped	GUNC.divergence_level	GUNC.contamination_portion	GUNC.n_effective_surplus_clades	GUNC.BRS	GUNC.CSS	checkM.lineage	checkM.genome_size	checkM.GC	checkM.coding_density	checkM.N50	checkM.longest_contig	checkM.mean_contig_length	checkM.translation_table	checkM.completeness	checkM.contamination	checkM.strain_heterogeneity	BUSCO_generic.D	BUSCO_generic.S	BUSCO_generic.F	BUSCO_generic.M	BUSCO_generic.T	BUSCO_specific.lineage	BUSCO_specific.D	BUSCO_specific.S	BUSCO_specific.F	BUSCO_specific.M	BUSCO_specific.T
OAK002	megahit	bin.3	False	True	True	420	2018	1862	genus	0.05	0.11	0.70	0.04	p__Actinobacteria (UID1454)	2052212	60.00	87.66	6195	49557	4886	11	79.65	0.90	0.00	0.00	72.00	21.00	31.00	124.00	actinobacteria_class_odb10	0.00	238.00	36.00	82.00	356.00
OAK002	megahit	bin.4	False	True	False	884	2088	1927	family	0.28	0.77	0.75	0.97	o__Lactobacillales (UID355)	1607169	45.90	88.34	1759	23681	1777	11	53.32	7.34	8.33	0.00	61.00	19.00	44.00	124.00	lactobacillales_odb10	3.00	160.00	51.00	188.00	402.00
OAK002	megahit	bin.5	False	True	True	909	2310	2221	kingdom	0.00	0.00	0.93	0.00	o__Actinomycetales (UID1530)	1728859	61.60	90.80	2005	8635	1897	11	53.09	2.54	42.86	0.00	36.00	23.00	65.00	124.00						
OAK002	megahit	bin.6	False	True	True	760	2046	1998	kingdom	0.00	0.00	0.93	0.00	f__Pasteurellaceae (UID4932)	1591354	43.30	90.16	2257	8704	2085	11	74.73	2.88	47.62	0.00	66.00	22.00	36.00	124.00	pasteurellales_odb10	0.00	624.00	93.00	383.00	1100.00
OAK002	megahit	bin.7	False	True	False	973	3036	2809	family	0.07	0.14	0.82	0.97	o__Actinomycetales (UID1809)	2496798	56.70	90.09	2832	19354	2529	11	72.53	3.01	45.45	0.00	70.00	27.00	27.00	124.00	corynebacteriales_odb10	0.00	450.00	116.00	177.00	743.00
OAK002	megahit	bin.8	True	True	True	167	1955	1904	kingdom	0.00	0.00	0.93	0.00	o__Lactobacillales (UID544)	1954540	36.80	86.79	20640	65958	11634	11	95.00	1.89	42.86	1.00	82.00	11.00	30.00	124.00	lactobacillales_odb10	2.00	353.00	13.00	34.00	402.00
OAK002	megahit	bin.9	False	True	True	642	1789	1680	genus	0.51	2.39	0.58	0.18	k__Bacteria (UID2565)	1368875	36.70	93.25	2239	9790	2125	11	76.23	3.55	57.14	1.00	75.00	27.00	21.00	124.00	flavobacteriales_odb10	0.00	328.00	122.00	283.00	733.00
ECO002	megahit	bin.1	True	True	False	604	1969	1848	phylum	0.03	0.06	0.73	0.79	p__Euryarchaeota (UID3)	1750113	31.60	90.47	3476	13179	2869	11	94.27	0.00	0.00						archaea_odb10	0.00	175.00	10.00	9.00	194.00
ECO002	megahit	bin.1	True	True	False	604	1969	1848	phylum	0.03	0.06	0.73	0.79	p__Euryarchaeota (UID3)	1750113	31.60	90.47	3476	13179	2869	11	94.27	0.00	0.00						methanobacteria_odb10	1.00	674.00	31.00	76.00	782.00
ECO002	megahit	bin.10	False	True	True	184	746	653	phylum	0.25	0.72	0.37	0.11	k__Bacteria (UID1452)	744726	36.10	89.82	5096	15949	4003	11	63.70	3.32	80.00	0.00	72.00	15.00	37.00	124.00						
ECO002	megahit	bin.11	True	True	True	178	1971	1821	order	0.07	0.16	0.42	0.25	o__Clostridiales (UID1120)	2154700	57.00	90.17	20174	55720	12037	11	97.64	1.62	50.00	1.00	109.00	6.00	8.00	124.00	clostridiales_odb10	0.00	235.00	12.00	17.00	264.00
ECO002	megahit	bin.12	False	True	True	508	1295	1190	phylum	0.06	0.12	0.50	0.30	o__Clostridiales (UID1125)	1054188	32.10	93.66	2270	8030	2050	11	75.51	2.92	0.00	0.00	79.00	17.00	28.00	124.00	tissierellales_odb10	0.00	268.00	27.00	138.00	433.00
ECO002	megahit	bin.13	False	True	True	919	2124	1903	class	0.11	0.26	0.57	0.35	p__Actinobacteria (UID2112)	1583186	61.70	86.92	1726	5736	1698	11	54.84	1.16	66.67	0.00	50.00	27.00	47.00	124.00						
ECO002	megahit	bin.2	True	True	True	192	1483	1403	family	0.29	0.85	0.60	0.21	o__Clostridiales (UID1120)	1616288	46.50	89.22	12439	65332	8418	11	90.62	0.35	0.00	0.00	107.00	9.00	8.00	124.00	clostridiales_odb10	1.00	228.00	9.00	26.00	264.00
ECO002	megahit	bin.3	False	True	False	1952	4028	3665	genus	0.28	0.75	0.54	0.98	o__Actinomycetales (UID1530)	2816173	66.60	87.67	1376	5857	1418	11	50.31	8.72	0.00	1.00	31.00	24.00	68.00	124.00						
ECO002	megahit	bin.4	False	True	False	822	2173	1963	order	0.14	0.33	0.44	0.55	k__Bacteria (UID209)	1659196	57.10	90.59	2103	7402	2006	11	76.39	0.34	0.00	1.00	66.00	26.00	31.00	124.00	synergistetes_odb10	1.00	287.00	51.00	316.00	655.00
ECO002	megahit	bin.5	False	True	True	276	851	795	class	0.06	0.13	0.52	0.24	o__Clostridiales (UID1120)	732815	43.10	88.77	2737	8605	2655	11	58.06	0.00	0.00	0.00	51.00	13.00	60.00	124.00	clostridiales_odb10	0.00	106.00	24.00	134.00	264.00
ECO002	megahit	bin.6	False	True	True	97	1266	1188	class	0.04	0.08	0.50	0.18	c__Clostridia (UID1085)	1270544	44.90	87.84	19566	52945	13098	11	79.94	0.00	0.00	1.00	116.00	2.00	5.00	124.00	clostridiales_odb10	1.00	239.00	6.00	18.00	264.00
ECO002	megahit	bin.7	False	True	True	45	606	502	family	0.06	0.13	0.34	0.36	k__Bacteria (UID1452)	597936	38.00	91.39	18617	113633	13287	11	66.74	0.00	0.00	0.00	73.00	12.00	39.00	124.00						
ECO002	megahit	bin.8	False	True	True	713	2182	1924	class	0.10	0.22	0.43	0.23	c__Clostridia (UID1118)	1837450	51.40	89.97	2854	11552	2555	11	83.66	1.24	100.00	0.00	67.00	24.00	33.00	124.00	clostridiales_odb10	1.00	156.00	33.00	74.00	264.00
ECO002	megahit	bin.9	False	True	True	375	2341	2276	kingdom	0.00	0.00	0.94	0.00	k__Bacteria (UID1452)	2437618	56.40	91.28	9548	43027	6500	11	88.18	2.73	0.00	2.00	97.00	14.00	11.00	124.00	chloroflexi_odb10	1.00	214.00	8.00	48.00	271.00
GOY006	megahit	bin.1	False	True	False	595	1430	1334	kingdom	0.03	0.06	0.84	1.00	c__Bacilli (UID285)	1034537	30.00	87.90	1707	5287	1684	11	62.15	1.01	0.00	0.00	48.00	20.00	56.00	124.00	bacillales_odb10	0.00	134.00	49.00	267.00	450.00
GOY006	megahit	bin.2	True	True	True	333	2075	1916	order	0.09	0.20	0.44	0.17	o__Clostridiales (UID1120)	2047233	51.10	90.18	9262	39912	6147	11	91.26	1.05	50.00	0.00	104.00	7.00	13.00	124.00	clostridiales_odb10	1.00	221.00	16.00	26.00	264.00
GOY006	megahit	bin.3	False	True	False	185	825	730	family	0.05	0.10	0.54	0.93	k__Bacteria (UID1452)	691006	46.40	92.55	4851	16798	3656	11	53.60	3.81	60.00	0.00	49.00	18.00	57.00	124.00						
GOY006	megahit	bin.4	True	True	True	211	1884	1679	family	0.74	7.30	0.27	0.12	k__Bacteria (UID1453)	2010596	55.40	90.38	16995	51488	9528	11	97.77	1.12	66.67	0.00	111.00	10.00	3.00	124.00						
TAF008	megahit	bin.1	True	True	True	688	2039	1839	genus	0.66	4.04	0.24	0.24	o__Clostridiales (UID1120)	1831625	57.30	91.08	2949	17234	2598	11	90.40	2.74	42.86	0.00	79.00	20.00	25.00	124.00	clostridiales_odb10	0.00	171.00	36.00	57.00	264.00
TAF008	megahit	bin.10	False	True	False	695	1681	1607	genus	0.04	0.08	0.61	0.52	o__Clostridiales (UID1226)	1417762	39.30	91.24	2172	9308	2019	11	75.57	2.89	50.00	0.00	57.00	30.00	37.00	124.00	clostridiales_odb10	0.00	150.00	43.00	71.00	264.00
TAF008	megahit	bin.2	True	True	False	577	2527	2290	family	0.17	0.38	0.43	0.70	c__Deltaproteobacteria (UID3217)	2530029	61.00	89.66	6138	32499	4347	11	96.83	2.40	60.00	1.00	104.00	12.00	7.00	124.00						
TAF008	megahit	bin.3	True	True	False	176	2650	2537	order	0.03	0.07	0.89	0.50	k__Bacteria (UID1452)	2896331	55.40	90.94	29289	90447	16363	11	91.82	3.64	0.00	3.00	103.00	7.00	11.00	124.00	chloroflexi_odb10	2.00	232.00	1.00	36.00	271.00
TAF008	megahit	bin.4	False	True	False	193	711	566	family	0.03	0.07	0.32	0.47	k__Bacteria (UID1453)	639209	51.10	91.79	4177	14976	3102	11	52.28	0.95	100.00	0.00	56.00	19.00	49.00	124.00						
TAF008	megahit	bin.5	True	True	True	351	2211	1959	order	0.04	0.08	0.47	0.24	c__Clostridia (UID1118)	2317425	56.10	89.60	9824	34497	6527	11	97.82	1.01	50.00	0.00	112.00	4.00	8.00	124.00	clostridiales_odb10	1.00	238.00	11.00	14.00	264.00
TAF008	megahit	bin.6	False	True	True	581	2275	2020	genus	0.36	1.25	0.26	0.25	c__Clostridia (UID1118)	2090784	51.10	90.20	4540	20597	3555	11	89.14	0.94	16.67	2.00	81.00	19.00	22.00	124.00	clostridiales_odb10	3.00	185.00	33.00	43.00	264.00
TAF008	megahit	bin.7	False	True	True	839	3072	2968	genus	0.03	0.05	0.86	0.11	o__Actinomycetales (UID1697)	2723983	66.90	90.96	4032	15179	3238	11	80.15	3.25	75.00	0.00	84.00	19.00	21.00	124.00	propionibacteriales_odb10	1.00	456.00	63.00	129.00	649.00
TAF008	megahit	bin.8	False	True	False	974	2577	2389	phylum	0.13	0.30	0.61	0.49	p__Actinobacteria (UID2112)	2171458	62.30	87.24	2470	12595	2211	11	80.08	4.15	57.14	1.00	56.00	24.00	43.00	124.00						
TAF008	megahit	bin.9	True	True	True	145	2151	2105	genus	0.02	0.05	0.91	0.18	f__Actinomycetaceae (UID1531)	2359218	64.00	90.04	24821	74502	16270	11	94.73	3.37	53.85	1.00	96.00	12.00	15.00	124.00	actinobacteria_class_odb10	0.00	307.00	17.00	32.00	356.00
FUM002	megahit	bin.1	False	True	True	189	791	699	phylum	0.26	0.73	0.38	0.05	k__Bacteria (UID2495)	724238	35.90	89.04	4840	13810	3811	11	82.42	2.25	0.00	0.00	74.00	15.00	35.00	124.00						
FUM002	megahit	bin.2	True	True	True	182	2054	1878	genus	0.36	1.22	0.27	0.15	o__Clostridiales (UID1120)	2154399	50.80	89.55	18199	74330	11837	11	91.96	1.05	100.00	0.00	101.00	7.00	16.00	124.00	clostridiales_odb10	1.00	227.00	12.00	24.00	264.00
FUM002	megahit	bin.3	True	True	True	133	1632	1506	family	0.24	0.69	0.56	0.21	o__Clostridiales (UID1212)	1483159	47.60	86.36	18841	55622	11151	11	97.32	0.00	0.00	0.00	113.00	7.00	4.00	124.00	clostridiales_odb10	0.00	242.00	9.00	13.00	264.00
FUM002	megahit	bin.4	True	True	True	176	1828	1615	family	0.75	7.63	0.27	0.12	k__Bacteria (UID1453)	1962654	55.50	90.61	17191	68210	11151	11	95.54	0.85	0.00	0.00	107.00	13.00	4.00	124.00						
FUM002	megahit	bin.5	False	True	True	411	2604	2486	phylum	0.11	0.25	0.68	0.27	k__Bacteria (UID1452)	2725524	52.10	90.25	9127	54438	6615	11	88.45	2.83	0.00	3.00	96.00	12.00	13.00	124.00	chloroflexi_odb10	3.00	210.00	6.00	52.00	271.00
FUM002	megahit	bin.6	False	True	False	761	2163	1969	genus	0.16	0.41	0.45	0.69	c__Deltaproteobacteria (UID3217)	1878907	62.00	90.95	2781	10453	2449	11	84.84	4.20	57.14	0.00	72.00	32.00	20.00	124.00						
FUM002	megahit	bin.7	False	True	False	1263	3405	3041	genus	0.21	0.51	0.72	0.96	o__Actinomycetales (UID1530)	2606924	61.80	89.10	2155	23288	2030	11	67.82	1.11	25.00	0.00	49.00	34.00	41.00	124.00						
FUM002	megahit	bin.8	False	True	True	455	2196	2063	family	0.04	0.08	0.61	0.37	k__Bacteria (UID1452)	2207498	51.60	92.31	6941	32133	4819	11	83.64	4.91	12.50	2.00	89.00	15.00	18.00	124.00	chloroflexi_odb10	1.00	196.00	7.00	67.00	271.00
VLC002	metaspades	bin.1	True	True	False	693	2706	2481	genus	0.03	0.06	0.75	0.61	o__Burkholderiales (UID4000)	2735730	64.20	83.13	4291	29613	3254	11	90.69	0.23	0.00	0.00	96.00	9.00	19.00	124.00	burkholderiales_odb10	4.00	551.00	35.00	98.00	688.00
VLC002	metaspades	bin.2	False	True	False	247	917	777	family	0.07	0.15	0.53	0.98	k__Bacteria (UID1452)	849519	48.40	89.77	4431	15537	3292	11	61.57	1.60	0.00	2.00	70.00	13.00	39.00	124.00						
VLC002	metaspades	bin.3	False	True	True	802	3047	2944	kingdom	0.00	0.00	0.88	0.00	f__Actinomycetaceae (UID1531)	3009683	73.30	86.08	4053	24203	3631	11	67.95	2.40	0.00	0.00	67.00	16.00	41.00	124.00	actinobacteria_class_odb10	1.00	205.00	47.00	103.00	356.00
VLC002	metaspades	bin.4	True	True	True	120	2892	2819	genus	0.03	0.05	0.87	0.14	o__Actinomycetales (UID1697)	3158665	66.60	89.51	51422	251639	22072	11	96.95	1.75	0.00	0.00	123.00	0.00	1.00	124.00	propionibacteriales_odb10	1.00	614.00	8.00	26.00	649.00
VLC002	metaspades	bin.5	False	True	False	1115	2886	2803	class	0.03	0.06	0.91	0.93	p__Proteobacteria (UID3887)	2544314	65.90	87.83	2410	11904	2215	11	81.74	2.44	50.00	0.00	96.00	18.00	10.00	124.00	burkholderiales_odb10	2.00	419.00	118.00	149.00	688.00
VLC002	metaspades	bin.6	False	True	True	456	1484	1421	order	0.03	0.06	0.85	0.36	k__Bacteria (UID203)	1207356	61.10	91.17	2656	8657	2641	11	50.71	1.72	100.00	0.00	40.00	7.00	77.00	124.00						
VLC002	metaspades	bin.7	True	True	True	133	2536	2371	family	0.06	0.13	0.76	0.27	p__Actinobacteria (UID2112)	2800652	61.70	84.13	36350	120156	19577	11	100.00	0.60	0.00	0.00	115.00	3.00	6.00	124.00	coriobacteriales_odb10	0.00	534.00	3.00	11.00	548.00
VLC002	metaspades	bin.8	False	True	True	547	2275	2136	kingdom	0.00	0.00	0.66	0.00	f__Actinomycetaceae (UID1531)	2554054	72.50	84.61	5143	22932	3823	11	80.47	1.40	42.86	0.00	76.00	15.00	33.00	124.00	actinobacteria_class_odb10	0.00	262.00	27.00	67.00	356.00
VLC002	metaspades	bin.9	False	True	False	930	1842	1768	order	0.03	0.06	0.89	0.82	f__Neisseriaceae (UID3890)	1543724	54.10	88.01	1686	6539	1650	11	59.80	4.20	43.18	1.00	56.00	13.00	54.00	124.00	neisseriales_odb10	17.00	342.00	77.00	368.00	804.00
ECO004	megahit	bin.1	True	True	True	385	1767	1697	kingdom	0.00	0.00	0.74	0.00	p__Euryarchaeota (UID3)	1669720	31.50	89.43	5274	16617	4336	11	92.80	0.04	0.00						archaea_odb10	0.00	175.00	7.00	12.00	194.00
ECO004	megahit	bin.1	True	True	True	385	1767	1697	kingdom	0.00	0.00	0.74	0.00	p__Euryarchaeota (UID3)	1669720	31.50	89.43	5274	16617	4336	11	92.80	0.04	0.00						methanobacteria_odb10	1.00	695.00	12.00	74.00	782.00
ECO004	megahit	bin.2	False	True	False	600	1354	1305	class	0.03	0.05	0.83	0.97	c__Bacilli (UID285)	1071886	30.80	89.51	1845	6315	1786	11	65.55	2.95	0.00	1.00	51.00	25.00	47.00	124.00	bacillales_odb10	5.00	152.00	39.00	254.00	450.00
ECO004	megahit	bin.3	False	True	True	1616	5657	5085	order	0.26	0.77	0.57	0.24	o__Actinomycetales (UID2012)	3960351	69.00	89.89	2749	39261	2444	11	62.02	2.60	30.77	0.00	43.00	27.00	54.00	124.00						
ECO004	megahit	bin.4	False	True	False	223	782	651	order	0.03	0.06	0.53	0.58	k__Bacteria (UID203)	617306	46.80	92.39	3199	9851	2695	11	65.22	0.00	0.00	0.00	37.00	15.00	72.00	124.00						
ECO004	megahit	bin.5	False	True	False	1052	3229	3068	class	0.04	0.08	0.80	0.48	c__Betaproteobacteria (UID3888)	2626458	52.90	93.44	2812	10621	2480	11	82.92	2.33	25.00	0.00	78.00	21.00	25.00	124.00	burkholderiales_odb10	2.00	430.00	89.00	167.00	688.00
ECO004	megahit	bin.6	True	True	True	97	1662	1513	class	0.14	0.35	0.55	0.34	o__Clostridiales (UID1120)	1659511	43.40	87.68	43237	113570	16595	11	94.33	0.00	0.00	0.00	121.00	0.00	3.00	124.00	clostridiales_odb10	0.00	250.00	3.00	11.00	264.00
ECO004	megahit	bin.7	False	True	True	639	2231	1993	genus	0.66	3.93	0.22	0.27	o__Clostridiales (UID1120)	2000443	56.80	90.49	3743	18514	3101	11	89.40	3.76	40.00	1.00	75.00	21.00	27.00	124.00	clostridiales_odb10	0.00	164.00	41.00	59.00	264.00
ECO004	megahit	bin.8	False	True	True	492	1315	1225	class	0.53	1.33	0.48	0.29	o__Clostridiales (UID1125)	1118142	32.10	93.62	2522	9749	2245	11	79.78	2.21	42.86	0.00	76.00	19.00	29.00	124.00	tissierellales_odb10	2.00	261.00	30.00	140.00	433.00
JAE012	metaspades	bin.1	False	True	True	560	1995	1946	kingdom	0.00	0.00	0.92	0.00	p__Bacteroidetes (UID2605)	2207870	39.80	93.52	4551	18389	3942	11	79.29	1.35	87.50	7.00	77.00	3.00	37.00	124.00	flavobacteriales_odb10	20.00	499.00	14.00	200.00	733.00
JAE012	metaspades	bin.10	False	True	True	1163	2611	2525	kingdom	0.00	0.00	0.91	0.00	f__Actinomycetaceae (UID1531)	2179996	73.30	89.20	1891	7599	1823	11	51.90	8.61	33.33	2.00	40.00	29.00	53.00	124.00	actinobacteria_class_odb10	11.00	130.00	55.00	160.00	356.00
JAE012	metaspades	bin.11	True	True	True	146	2218	2160	genus	0.05	0.10	0.88	0.30	f__Neisseriaceae (UID3890)	2230947	54.60	85.32	22602	86994	14481	11	95.86	0.23	100.00	0.00	102.00	2.00	20.00	124.00	neisseriales_odb10	1.00	739.00	7.00	57.00	804.00
JAE012	metaspades	bin.12	True	True	True	452	2309	2200	kingdom	0.00	0.00	0.90	0.00	g__Prevotella (UID2724)	2997894	47.50	83.29	9046	31901	6544	11	95.58	0.00	0.00	1.00	109.00	3.00	11.00	124.00	bacteroidales_odb10	0.00	503.00	5.00	33.00	541.00
JAE012	metaspades	bin.13	True	True	True	116	2344	2283	order	0.03	0.05	0.69	0.09	f__Actinomycetaceae (UID1531)	2698685	71.70	90.14	35631	84575	20909	11	96.10	2.01	66.67	1.00	100.00	10.00	13.00	124.00	actinobacteria_class_odb10	0.00	304.00	16.00	36.00	356.00
JAE012	metaspades	bin.14	False	True	False	886	2954	2770	order	0.08	0.17	0.84	0.98	o__Actinomycetales (UID1809)	2541286	58.10	90.95	3391	17328	2741	11	83.39	1.34	42.86	0.00	72.00	23.00	29.00	124.00	corynebacteriales_odb10	0.00	507.00	94.00	142.00	743.00
JAE012	metaspades	bin.15	True	True	False	106	1839	1659	genus	0.03	0.06	0.68	0.60	f__Porphyromonadaceae (UID2622)	2296817	54.10	84.60	33975	81493	20876	11	95.40	0.34	50.00	1.00	112.00	4.00	7.00	124.00	bacteroidales_odb10	1.00	526.00	4.00	10.00	541.00
JAE012	metaspades	bin.16	True	True	True	127	2377	2279	class	0.04	0.08	0.88	0.16	c__Gammaproteobacteria (UID4201)	2416671	59.90	89.57	37999	123819	17763	11	96.13	0.00	0.00	0.00	104.00	1.00	19.00	124.00	gammaproteobacteria_odb10	0.00	310.00	7.00	49.00	366.00
JAE012	metaspades	bin.17	False	True	False	535	1554	1522	class	0.02	0.04	0.93	1.00	o__Lactobacillales (UID355)	1463056	38.80	90.61	3226	12520	2724	11	85.88	2.80	0.00	7.00	85.00	8.00	24.00	124.00	lactobacillales_odb10	4.00	302.00	21.00	75.00	402.00
JAE012	metaspades	bin.18	True	True	True	27	2742	2592	kingdom	0.00	0.00	0.89	0.00	p__Proteobacteria (UID3887)	3324679	65.10	87.66	222545	629149	72240	11	98.66	0.00	0.00	0.00	124.00	0.00	0.00	124.00	burkholderiales_odb10	2.00	645.00	10.00	31.00	688.00
JAE012	metaspades	bin.19	True	True	True	534	2477	2204	order	0.21	0.49	0.40	0.42	k__Bacteria (UID209)	2410940	63.40	88.83	5918	23299	4312	11	96.46	0.15	0.00	1.00	98.00	13.00	12.00	124.00	synergistetes_odb10	3.00	485.00	16.00	151.00	655.00
JAE012	metaspades	bin.2	False	True	True	269	1334	1309	genus	0.11	0.25	0.92	0.15	f__Actinomycetaceae (UID1531)	1359445	66.30	89.66	5605	30067	4205	11	65.12	0.55	66.67	0.00	89.00	8.00	27.00	124.00	actinobacteria_class_odb10	2.00	219.00	25.00	110.00	356.00
JAE012	metaspades	bin.20	False	True	True	609	1308	1293	genus	0.54	1.87	0.81	0.26	f__Pasteurellaceae (UID4932)	1078659	40.40	94.33	1812	5887	1731	11	58.06	1.51	20.00	3.00	59.00	19.00	43.00	124.00	pasteurellales_odb10	0.00	473.00	65.00	562.00	1100.00
JAE012	metaspades	bin.21	True	True	True	41	2530	2459	kingdom	0.00	0.00	0.93	0.00	o__Actinomycetales (UID1812)	2854547	57.20	86.98	91070	242137	60722	11	99.89	0.00	0.00	0.00	123.00	1.00	0.00	124.00	corynebacteriales_odb10	1.00	722.00	6.00	14.00	743.00
JAE012	metaspades	bin.22	False	True	True	206	2087	2007	class	0.04	0.08	0.84	0.08	k__Bacteria (UID203)	2114799	59.30	89.33	12882	47979	9925	11	77.59	0.00	0.00	0.00	82.00	4.00	38.00	124.00						
JAE012	metaspades	bin.23	False	True	True	427	1435	1397	kingdom	0.00	0.00	0.90	0.00	p__Bacteroidetes (UID2605)	1557928	41.60	94.00	3910	19340	3631	11	71.30	0.48	100.00	1.00	72.00	5.00	46.00	124.00	flavobacteriales_odb10	2.00	442.00	10.00	279.00	733.00
JAE012	metaspades	bin.24	False	True	True	484	1565	1521	kingdom	0.00	0.00	0.94	0.00	p__Actinobacteria (UID2112)	1358747	65.20	89.29	2929	9137	2690	11	66.98	0.81	100.00	0.00	71.00	14.00	39.00	124.00	coriobacteriales_odb10	0.00	286.00	53.00	209.00	548.00
JAE012	metaspades	bin.25	False	True	True	563	1354	1293	class	0.08	0.19	0.74	0.32	k__Bacteria (UID2569)	1447417	44.70	92.54	2889	14619	2570	11	80.10	2.87	66.67	1.00	71.00	23.00	29.00	124.00	bacteroidetes_odb10	0.00	270.00	42.00	90.00	402.00
JAE012	metaspades	bin.26	True	True	True	136	1862	1802	genus	0.04	0.08	0.87	0.36	o__Lactobacillales (UID355)	1924434	47.00	89.24	23656	64501	11937	11	96.69	0.54	100.00	0.00	119.00	1.00	4.00	124.00	lactobacillales_odb10	1.00	377.00	6.00	18.00	402.00
JAE012	metaspades	bin.27	True	True	True	123	3039	2985	family	0.03	0.06	0.90	0.24	o__Actinomycetales (UID1697)	3355920	66.20	89.89	43456	119462	26422	11	96.42	2.01	20.00	1.00	120.00	3.00	0.00	124.00	propionibacteriales_odb10	1.00	618.00	8.00	22.00	649.00
JAE012	metaspades	bin.28	False	True	False	272	1523	1495	family	0.02	0.04	0.89	0.93	k__Bacteria (UID203)	1549489	42.70	90.34	8078	32768	5571	11	74.14	8.39	71.43	11.00	76.00	8.00	29.00	124.00	lactobacillales_odb10	33.00	255.00	12.00	102.00	402.00
JAE012	metaspades	bin.3	True	True	True	82	2129	2100	kingdom	0.00	0.00	0.96	0.00	f__Neisseriaceae (UID3890)	2213095	60.20	82.08	36915	142945	25433	11	97.81	2.12	54.55	0.00	98.00	3.00	23.00	124.00	neisseriales_odb10	8.00	745.00	9.00	42.00	804.00
JAE012	metaspades	bin.30	False	True	False	606	1025	980	phylum	0.03	0.06	0.89	0.67	k__Bacteria (UID2329)	1041219	34.70	96.09	1706	8081	1715	11	52.02	3.37	0.00	0.00	43.00	14.00	67.00	124.00						
JAE012	metaspades	bin.4	True	True	True	584	2316	2258	kingdom	0.00	0.00	0.92	0.00	p__Bacteroidetes (UID2605)	2375824	41.30	91.73	5212	27356	4025	11	95.71	0.48	0.00	0.00	122.00	0.00	2.00	124.00	flavobacteriales_odb10	2.00	645.00	12.00	74.00	733.00
JAE012	metaspades	bin.5	True	True	True	78	2037	1928	kingdom	0.00	0.00	0.89	0.00	o__Actinomycetales (UID1530)	2298102	54.00	85.04	48441	96156	21251	11	96.03	0.00	0.00	0.00	122.00	1.00	1.00	124.00	micrococcales_odb10	0.00	483.00	6.00	48.00	537.00
JAE012	metaspades	bin.6	False	True	True	262	1951	1918	kingdom	0.00	0.00	0.95	0.00	o__Lactobacillales (UID544)	1951295	44.00	90.65	10840	58199	7390	11	85.52	0.78	75.00	0.00	83.00	8.00	33.00	124.00	lactobacillales_odb10	0.00	330.00	11.00	61.00	402.00
JAE012	metaspades	bin.8	False	True	True	644	2281	2214	genus	0.05	0.10	0.90	0.32	f__Neisseriaceae (UID3890)	1875676	56.20	84.44	3548	40675	2894	11	79.40	5.00	58.62	0.00	53.00	22.00	49.00	124.00	neisseriales_odb10	0.00	504.00	63.00	237.00	804.00
JAE012	metaspades	bin.9	False	True	True	200	884	614	family	0.03	0.07	0.29	0.34	k__Bacteria (UID2329)	800876	36.20	90.84	4200	17708	3656	4	56.20	0.00	0.00	1.00	39.00	11.00	73.00	124.00	mycoplasmatales_odb10	2.00	49.00	2.00	121.00	174.00
OAK005	megahit	bin.1	False	True	False	113	758	591	family	0.04	0.08	0.30	0.56	k__Bacteria (UID1453)	779449	51.10	91.78	9230	32972	6777	11	61.25	1.04	0.00	0.00	70.00	15.00	39.00	124.00						
OAK005	megahit	bin.10	False	True	False	882	2047	1974	order	0.04	0.07	0.88	0.54	o__Actinomycetales (UID1697)	1507806	66.80	91.92	1665	13999	1703	11	50.18	1.48	60.00	0.00	49.00	23.00	52.00	124.00	propionibacteriales_odb10	2.00	192.00	71.00	384.00	649.00
OAK005	megahit	bin.11	False	True	True	202	635	537	phylum	0.05	0.12	0.52	0.17	k__Bacteria (UID2495)	504167	48.10	92.34	2661	8238	2400	11	54.63	0.93	20.00	0.00	47.00	19.00	58.00	124.00						
OAK005	megahit	bin.2	False	True	False	840	2121	2046	genus	0.04	0.08	0.76	0.80	o__Clostridiales (UID1226)	2115273	36.20	89.99	2873	13476	2509	11	83.25	2.12	40.00	0.00	83.00	11.00	30.00	124.00	clostridiales_odb10	0.00	192.00	16.00	56.00	264.00
OAK005	megahit	bin.3	False	True	False	588	1583	1531	genus	0.03	0.06	0.64	0.68	o__Clostridiales (UID1226)	1570606	39.80	92.03	3235	13650	2666	11	84.18	0.32	0.00	0.00	81.00	16.00	27.00	124.00	clostridiales_odb10	0.00	180.00	28.00	56.00	264.00
OAK005	megahit	bin.4	False	True	True	668	1490	1428	class	0.04	0.08	0.89	0.37	k__Bacteria (UID2569)	1234504	44.30	90.81	1906	6118	1845	11	70.35	2.47	50.00	0.00	70.00	28.00	26.00	124.00	bacteroidetes_odb10	0.00	203.00	73.00	126.00	402.00
OAK005	megahit	bin.5	False	True	False	415	1410	1293	order	0.07	0.15	0.55	0.49	o__Burkholderiales (UID4000)	1300481	56.40	85.53	3325	20932	3133	11	61.85	0.64	66.67	0.00	60.00	25.00	39.00	124.00	burkholderiales_odb10	0.00	341.00	66.00	281.00	688.00
OAK005	megahit	bin.6	False	True	False	213	891	729	order	0.03	0.05	0.50	0.57	k__Bacteria (UID209)	733628	46.70	91.66	4144	18555	3380	11	55.77	1.85	100.00	0.00	41.00	20.00	63.00	124.00						
