binID	sample	metaWRAP_binID	pass.MIMAG_medium	pass.MIMAG_high	pass.GUNC	pass.Polyrate	GUNC.n_contigs	GUNC.divergence_level	GUNC.contamination_portion	GUNC.n_effective_surplus_clades	checkM.genome_size	checkM.GC	checkM.coding_density	checkM.N50_contigs	checkM.lineage	checkM.completeness	checkM.contamination	checkM.strain_heterogeneity	meanCov	breadth	polyrate
OFN001_011	OFN001	bin.11	True	False	True	True	56	class	0.07	0.15	1096723	39.0	93.33	29922	o__Clostridiales (UID1120)	85.82	1.09	33.33	31.8118	0.9998	0.0001
OFN001_012	OFN001	bin.12	True	True	True	True	203	genus	0.59	3.23	2371125	62.4	86.04	17451	p__Actinobacteria (UID2112)	94.98	0.92	50.0	24.6116	0.9998	0.0002
OFN001_013	OFN001	bin.13	True	False	True	True	524	genus	0.04	0.09	1564480	69.4	87.71	3594	k__Bacteria (UID203)	52.54	1.72	100.0	29.8259	0.9993	0.001
OFN001_014	OFN001	bin.14	True	False	True	True	122	genus	0.21	0.55	1477911	46.5	88.96	20297	o__Clostridiales (UID1120)	89.01	0.95	66.67	36.3433	0.9997	0.0042
OFN001_015	OFN001	bin.15	True	False	False	True	517	order	0.2	0.46	1305580	64.7	89.94	2909	k__Bacteria (UID209)	66.4	0.85	100.0	20.413	0.999	0.0043
OFN001_016	OFN001	bin.16	True	True	True	True	221	genus	0.62	3.2	1693391	57.5	90.46	10302	o__Clostridiales (UID1120)	91.49	1.77	100.0	14.7147	0.9996	0.0002
OFN001_017	OFN001	bin.17	True	False	True	False	852	phylum	0.03	0.06	1632217	62.2	86.77	1986	p__Actinobacteria (UID2112)	55.89	6.85	35.71	27.9499	0.9989	0.012
OFN001_018	OFN001	bin.18	True	False	True	True	812	order	0.13	0.31	2860764	61.9	87.0	4397	k__Bacteria (UID3187)	71.88	0.85	100.0	11.0876	0.9987	0.0009
OFN001_019	OFN001	bin.19	True	False	True	True	32	kingdom	0.0	0.0	953265	39.7	90.06	45498	o__Clostridiales (UID1120)	85.93	0.71	0.0	50.7148	0.9999	0.0005
OFN001_020	OFN001	bin.20	True	True	True	True	87	class	0.13	0.3	1121495	44.6	91.66	19331	o__Clostridiales (UID1120)	90.25	0.26	50.0	31.1109	0.9998	0.0002
OFN001_021	OFN001	bin.21	True	False	True	False	870	kingdom	0.0	0.0	1623917	57.7	88.07	1945	o__Actinomycetales (UID1812)	56.31	1.1	80.0	16.5764	0.9985	0.0062
PES001_001	PES001	bin.1	True	False	True	True	688	kingdom	0.0	0.0	1228533	36.4	89.79	1849	o__Clostridiales (UID1226)	61.22	1.49	33.33	9.2423	0.999	0.0042
PES001_002	PES001	bin.2	True	False	True	True	363	order	0.05	0.1	2411765	71.2	85.42	8404	f__Actinomycetaceae (UID1531)	77.95	3.83	27.78	108.72	1.0	0.0026
PES001_003	PES001	bin.3	True	False	True	True	264	family	0.09	0.19	1872245	64.3	91.1	10118	o__Actinomycetales (UID1530)	87.2	0.66	100.0	20.7127	0.9997	0.0003
PES001_004	PES001	bin.4	True	True	True	True	604	phylum	0.04	0.09	2404773	61.5	85.29	5228	p__Actinobacteria (UID2112)	94.6	3.39	41.67	21.953	0.9996	0.0031
PES001_005	PES001	bin.5	True	False	True	False	603	kingdom	0.0	0.0	2189122	68.5	86.6	4150	f__Actinomycetaceae (UID1531)	53.97	5.27	45.0	82.1987	0.9999	0.0066
PES001_006	PES001	bin.6	True	False	True	True	268	genus	0.02	0.05	2357810	52.6	89.89	12014	k__Bacteria (UID1452)	79.26	3.64	0.0	29.4543	0.9998	0.0036
PES001_007	PES001	bin.7	True	False	True	True	377	kingdom	0.0	0.0	913676	28.4	93.21	2441	p__Euryarchaeota (UID3)	62.13	6.99	8.33	9.9708	0.999	0.0021
PES001_008	PES001	bin.8	True	False	True	False	554	kingdom	0.0	0.0	1914818	41.4	87.7	4821	k__Bacteria (UID203)	50.49	0.86	0.0	46.6678	0.9998	0.0058
PES001_009	PES001	bin.9	True	False	True	True	393	phylum	0.07	0.14	1591234	51.6	92.03	4583	k__Bacteria (UID1452)	62.92	1.82	0.0	16.7945	0.9994	0.0047
PES001_010	PES001	bin.10	True	False	True	False	779	kingdom	0.0	0.0	1875957	42.3	87.76	2732	f__Moraxellaceae (UID4680)	69.57	1.27	50.0	33.145	0.9989	0.0173
PES001_011	PES001	bin.11	True	False	True	False	619	kingdom	0.0	0.0	1223570	47.0	90.78	2138	o__Lactobacillales (UID355)	70.52	4.46	46.15	21.5017	0.9991	0.0092
PES001_012	PES001	bin.12	True	False	True	True	194	phylum	0.23	0.61	682396	35.8	89.9	4353	k__Bacteria (UID2495)	83.25	2.35	25.0	11.9996	0.9992	0.0029
PES001_013	PES001	bin.13	True	False	True	True	298	kingdom	0.0	0.0	1848299	57.4	91.98	8316	k__Bacteria (UID1452)	67.83	1.55	66.67	22.1298	0.9996	0.0037
PES001_014	PES001	bin.14	True	False	False	False	689	family	0.13	0.3	1548827	62.6	91.29	2560	c__Deltaproteobacteria (UID3217)	72.17	2.94	57.14	38.0411	0.9997	0.0071
PES001_015	PES001	bin.15	True	True	True	True	168	genus	0.22	0.56	5554355	51.7	87.46	52141	f__Enterobacteriaceae (UID5054)	99.62	1.51	22.22	16.1863	0.9998	0.0003
PES001_016	PES001	bin.16	True	False	True	True	357	genus	0.27	0.65	1615389	68.9	89.98	5498	k__Bacteria (UID203)	59.64	0.0	0.0	35.8917	0.9995	0.0035
PES001_017	PES001	bin.17	True	False	True	True	158	family	0.03	0.07	698311	50.5	92.42	5513	k__Bacteria (UID1453)	57.83	1.09	0.0	17.5183	0.9994	0.0022
PES001_018	PES001	bin.18	True	True	True	True	41	class	0.03	0.06	1775911	54.1	88.69	84277	k__Bacteria (UID2570)	98.34	0.55	0.0	55.2776	1.0	0.0
PES001_019	PES001	bin.19	True	False	True	False	531	family	0.25	0.68	1223782	46.7	90.23	2511	o__Clostridiales (UID1120)	77.36	2.79	75.0	16.5747	0.9988	0.0087
PES001_020	PES001	bin.20	True	False	True	True	562	genus	0.04	0.09	2578693	66.8	90.7	5666	o__Actinomycetales (UID1697)	77.1	3.62	55.56	58.0752	0.9997	0.0035
PES001_021	PES001	bin.21	True	False	True	True	760	family	0.07	0.16	1563604	66.3	88.85	2193	o__Actinomycetales (UID1530)	58.94	1.99	25.0	10.7365	0.9986	0.0022
PES001_022	PES001	bin.22	True	False	True	False	133	family	0.39	1.35	1166735	50.4	91.7	14800	o__Clostridiales (UID1120)	72.61	0.02	100.0	33.7161	0.9998	0.0058
PLV001_001	PLV001	bin.1	True	False	True	True	224	phylum	0.03	0.06	1336144	54.0	88.89	9313	k__Bacteria (UID2570)	85.87	0.55	100.0	92.1433	0.9999	0.0002
PLV001_002	PLV001	bin.2	True	True	True	True	208	phylum	0.04	0.09	1799777	54.5	89.57	17216	k__Bacteria (UID2570)	96.69	1.95	80.0	492.542	1.0	0.0003
PLV001_003	PLV001	bin.3	True	True	True	True	161	family	0.72	6.6	1748163	55.7	90.56	21948	k__Bacteria (UID1453)	90.6	0.85	0.0	28.045	0.9994	0.0049
PLV001_004	PLV001	bin.4	True	False	True	False	562	order	0.03	0.05	1078398	57.1	90.02	1989	c__Clostridia (UID1118)	58.19	1.48	100.0	9.847	0.9982	0.0094
PLV001_005	PLV001	bin.5	True	True	True	True	146	phylum	0.16	0.38	2182202	58.3	85.38	22497	p__Actinobacteria (UID2112)	96.7	0.2	0.0	21.9509	0.9997	0.0007
PLV001_006	PLV001	bin.6	True	True	True	True	19	family	0.12	0.28	2063067	64.2	90.64	189156	o__Actinomycetales (UID1530)	96.91	0.0	0.0	46.9158	0.9999	0.0001
PLV001_007	PLV001	bin.7	True	True	True	True	185	family	0.6	2.66	1713448	49.1	89.81	12991	o__Clostridiales (UID1120)	93.14	0.8	66.67	13.4708	0.9995	0.0002
PLV001_008	PLV001	bin.8	True	False	True	True	66	phylum	0.24	0.67	769350	35.9	89.1	18823	k__Bacteria (UID1452)	67.13	0.0	0.0	32.3173	0.9997	0.0017
PLV001_009	PLV001	bin.9	True	False	True	False	875	genus	0.02	0.05	1839512	60.2	90.76	2257	g__Propionibacterium (UID1709)	70.3	3.3	28.57	8.7001	0.9985	0.0086
PLV001_010	PLV001	bin.10	True	False	True	False	429	kingdom	0.0	0.0	2249269	71.2	86.56	6568	f__Actinomycetaceae (UID1531)	75.93	3.89	25.0	33.3928	0.9997	0.0056
PLV001_011	PLV001	bin.11	True	False	True	False	482	kingdom	0.0	0.0	1820925	42.3	87.67	4808	k__Bacteria (UID203)	53.21	3.45	66.67	39.0256	0.9995	0.012
PLV001_012	PLV001	bin.12	True	False	True	True	74	class	0.15	0.37	585208	38.3	90.77	11007	k__Bacteria (UID1453)	61.03	0.95	50.0	16.3646	0.9993	0.0002
PLV001_013	PLV001	bin.13	True	True	True	True	226	kingdom	0.02	0.05	1727946	26.6	87.2	11009	p__Euryarchaeota (UID3)	99.2	0.0	0.0	401.5839	0.9995	0.0007
PLV001_014	PLV001	bin.14	True	False	True	True	89	class	0.04	0.08	1020324	50.1	91.31	18844	o__Clostridiales (UID1120)	73.71	0.35	100.0	31.8096	0.9997	0.0047
PLV001_015	PLV001	bin.15	True	False	False	False	711	family	0.13	0.29	1771644	62.3	90.63	2896	c__Deltaproteobacteria (UID3217)	86.11	1.96	100.0	18.017	0.9986	0.0077
PLV001_016	PLV001	bin.16	True	False	True	False	484	kingdom	0.0	0.0	1357274	43.4	90.85	3494	f__Pasteurellaceae (UID4932)	72.03	2.4	55.56	19.6628	0.9991	0.0078
PLV001_017	PLV001	bin.17	True	False	True	False	565	kingdom	0.0	0.0	1581891	46.9	90.44	3440	o__Lactobacillales (UID355)	86.34	4.71	66.67	34.5819	0.999	0.0085
PLV001_018	PLV001	bin.18	True	False	True	True	218	class	0.03	0.05	1543025	55.9	91.47	9913	c__Clostridia (UID1118)	86.53	0.23	100.0	15.4932	0.9995	0.0008
PYK001_001	PYK001	bin.1	True	True	True	True	221	genus	0.11	0.25	3537806	63.4	88.73	25969	f__Xanthomonadaceae (UID4214)	94.83	1.75	0.0	31.8036	0.9998	0.0001
PYK002_001	PYK002	bin.1	True	False	False	True	515	family	0.16	0.36	1897024	61.7	89.02	4163	c__Deltaproteobacteria (UID3217)	82.14	2.26	20.0	21.9046	0.9992	0.0011
PYK002_002	PYK002	bin.2	True	False	True	True	252	genus	0.24	0.63	1437988	46.8	89.65	7581	o__Clostridiales (UID1120)	88.84	1.09	33.33	20.6075	0.9995	0.0006
PYK002_003	PYK002	bin.3	True	False	True	True	282	genus	0.41	1.58	828518	38.4	90.74	3112	o__Clostridiales (UID1120)	60.36	0.71	0.0	18.0061	0.9993	0.004
PYK003_001	PYK003	bin.1	True	False	True	True	76	class	0.05	0.1	706155	52.7	91.73	13309	k__Bacteria (UID1452)	54.46	2.31	33.33	28.438	0.9997	0.0003
PYK003_002	PYK003	bin.2	True	False	True	True	623	kingdom	0.0	0.0	1168034	33.1	94.22	1967	p__Euryarchaeota (UID3)	72.52	0.0	0.0	14.2185	0.9987	0.002
PYK003_003	PYK003	bin.3	True	True	True	True	109	family	0.62	2.6	1326337	42.7	87.46	20398	o__Clostridiales (UID1120)	91.49	0.0	0.0	45.2645	0.9996	0.0003
PYK003_004	PYK003	bin.4	True	False	True	True	752	kingdom	0.0	0.0	1561946	53.6	90.1	2235	o__Clostridiales (UID1120)	74.41	0.7	0.0	8.9096	0.9989	0.0012
PYK004_001	PYK004	bin.1	True	False	True	True	757	kingdom	0.0	0.0	1202711	57.4	92.46	1585	k__Bacteria (UID1452)	53.44	1.82	0.0	8.9998	0.9983	0.0035
PYK004_002	PYK004	bin.2	True	False	True	True	92	order	0.02	0.05	704062	53.0	91.4	11264	k__Bacteria (UID2495)	72.98	0.66	50.0	40.3592	0.9996	0.0003
PYK004_003	PYK004	bin.3	False	False	True	True	223	family	0.59	2.31	634800	44.1	91.37	2970	o__Clostridiales (UID1120)	48.27	1.09	100.0	18.3859	0.9995	0.0007
PYK004_004	PYK004	bin.4	True	False	True	False	773	kingdom	0.0	0.0	1405280	58.1	88.41	1889	o__Actinomycetales (UID1812)	52.36	1.11	66.67	16.3183	0.9985	0.0061
PYK005_001	PYK005	bin.1	False	False	True	True	661	class	0.06	0.12	1064823	63.0	88.36	1618	p__Actinobacteria (UID2112)	47.17	1.61	0.0	7.6317	0.9983	0.0011
PYK005_002	PYK005	bin.2	True	True	True	True	315	family	0.02	0.04	2670434	68.9	88.38	12264	f__Actinomycetaceae (UID1531)	93.32	3.29	28.57	36.3462	0.9997	0.0008
PYK005_003	PYK005	bin.3	True	False	True	True	266	family	0.3	0.98	1061368	50.6	93.62	4576	o__Clostridiales (UID1120)	74.21	2.13	33.33	20.4878	0.9993	0.0033
PYK005_004	PYK005	bin.4	True	False	True	True	184	family	0.6	2.45	1189398	43.3	88.72	9217	o__Clostridiales (UID1120)	87.59	0.0	0.0	157.6113	0.9994	0.0006
PYK005_005	PYK005	bin.5	True	False	False	True	746	family	0.12	0.28	1664336	62.3	90.42	2455	c__Deltaproteobacteria (UID3217)	81.93	2.28	80.0	16.6851	0.9985	0.004
PYK005_006	PYK005	bin.6	True	False	True	True	338	genus	0.24	0.67	1273137	47.3	90.74	4356	o__Clostridiales (UID1120)	82.36	0.38	0.0	17.9888	0.9994	0.0005
PYK005_007	PYK005	bin.7	True	False	True	False	593	kingdom	0.0	0.0	1698866	56.5	91.99	2973	k__Bacteria (UID1452)	59.89	1.06	50.0	24.0324	0.999	0.0095
PYK005_008	PYK005	bin.8	True	False	True	True	97	phylum	0.09	0.21	843288	52.4	90.63	11817	k__Bacteria (UID1453)	63.39	1.28	0.0	44.4138	0.9997	0.0002
PYK005_009	PYK005	bin.9	True	True	True	True	367	kingdom	0.0	0.0	1843789	54.1	90.5	6830	o__Clostridiales (UID1120)	91.64	1.06	100.0	22.397	0.9995	0.0001
PYK005_010	PYK005	bin.10	True	False	True	True	594	family	0.02	0.05	1923452	62.0	86.51	3489	p__Actinobacteria (UID2112)	81.15	2.27	57.14	11.3942	0.9992	0.0022
RIG001_001	RIG001	bin.1	True	False	True	False	400	family	0.24	0.64	722439	47.4	91.67	1784	o__Clostridiales (UID1120)	54.39	1.06	0.0	13.9026	0.998	0.0075
RIG001_002	RIG001	bin.2	True	False	True	True	541	kingdom	0.0	0.0	2256766	62.0	90.75	5418	o__Actinomycetales (UID1530)	89.36	3.76	72.73	25.8998	0.9992	0.0025
RIG001_003	RIG001	bin.3	True	False	True	True	413	kingdom	0.0	0.0	1225149	28.5	92.46	3370	p__Euryarchaeota (UID3)	84.42	0.0	0.0	42.4059	0.9993	0.0004
RIG001_004	RIG001	bin.4	True	False	True	True	317	family	0.63	4.16	735156	46.4	93.62	2555	o__Clostridiales (UID1120)	58.57	1.42	50.0	12.8888	0.9987	0.0025
RIG001_005	RIG001	bin.5	True	False	True	True	133	phylum	0.23	0.63	726836	35.8	89.42	7332	k__Bacteria (UID2495)	85.29	1.12	100.0	22.5851	0.9992	0.0036
RIG001_006	RIG001	bin.6	True	False	True	True	503	class	0.08	0.17	1022555	58.0	91.83	2202	k__Bacteria (UID209)	65.27	1.85	0.0	12.3137	0.9985	0.0019
RIG001_007	RIG001	bin.7	True	False	False	False	756	family	0.12	0.27	1682239	61.7	90.42	2461	c__Deltaproteobacteria (UID3217)	79.91	2.74	50.0	72.8303	0.9997	0.0063
RIG001_008	RIG001	bin.8	True	False	True	True	128	family	0.37	1.21	1064282	50.1	91.52	11784	o__Clostridiales (UID1120)	71.17	1.4	66.67	36.4978	0.9996	0.0032
RIG001_009	RIG001	bin.9	True	False	True	True	142	family	0.74	7.1	1696112	55.6	90.65	18996	k__Bacteria (UID1453)	85.94	1.41	25.0	76.543	0.9999	0.0026
RIG001_010	RIG001	bin.10	True	False	True	True	486	order	0.2	0.48	2210018	62.4	89.88	6288	k__Bacteria (UID209)	82.17	0.15	100.0	36.7492	0.9996	0.0032
RIG001_011	RIG001	bin.11	True	False	True	True	428	class	0.06	0.13	2371938	52.4	90.35	7191	k__Bacteria (UID1452)	73.75	4.71	11.11	62.3387	0.9999	0.0039
RIG001_012	RIG001	bin.12	True	False	True	True	313	family	0.2	0.53	1250496	57.1	93.05	4993	c__Clostridia (UID1118)	82.89	1.81	66.67	13.5155	0.999	0.0006
RIG001_013	RIG001	bin.13	True	True	True	True	299	kingdom	0.0	0.0	1340769	26.9	90.54	5460	p__Euryarchaeota (UID3)	91.14	0.8	0.0	120.147	0.9991	0.0004
RIG001_014	RIG001	bin.14	True	True	True	True	44	class	0.03	0.07	1850053	54.0	89.08	68062	k__Bacteria (UID2570)	97.7	0.0	0.0	86.6514	1.0	0.0
RIG001_015	RIG001	bin.15	True	False	True	True	384	kingdom	0.0	0.0	1859944	57.3	91.78	5942	k__Bacteria (UID203)	71.62	1.72	0.0	17.6553	0.9993	0.0027
RIG001_016	RIG001	bin.16	True	False	True	False	507	order	0.04	0.09	1271017	57.6	89.61	2873	c__Clostridia (UID1118)	62.72	2.04	75.0	17.9155	0.9989	0.0071
RIG001_017	RIG001	bin.17	True	False	True	True	348	phylum	0.24	0.64	1927299	61.6	89.54	7976	p__Actinobacteria (UID2112)	88.41	2.42	36.36	19.9124	0.9994	0.0013
RIG001_018	RIG001	bin.18	True	False	True	True	776	class	0.02	0.04	1371610	62.3	86.76	1814	p__Actinobacteria (UID2112)	60.81	1.61	50.0	12.2155	0.9983	0.0023
RIG001_019	RIG001	bin.19	True	False	True	True	752	kingdom	0.0	0.0	1408036	61.4	91.48	1981	c__Deltaproteobacteria (UID3217)	66.68	1.79	25.0	12.2386	0.9982	0.0043
SPM002_001	SPM002	bin.1	True	True	True	True	354	kingdom	0.0	0.0	2220723	60.1	89.73	9063	o__Actinomycetales (UID1530)	95.02	0.0	0.0	9.8607	0.9993	0.0041
TAF008_001	TAF008	bin.1	True	False	True	True	531	genus	0.62	3.24	1441502	57.7	90.89	3093	o__Clostridiales (UID1120)	86.4	2.74	42.86	16.3629	0.9995	0.0005
TAF008_002	TAF008	bin.2	True	True	False	False	509	family	0.15	0.35	2171710	61.3	89.42	5939	c__Deltaproteobacteria (UID3217)	94.15	2.4	60.0	93.9848	0.9999	0.0065
TAF008_003	TAF008	bin.3	True	True	True	True	145	phylum	0.02	0.05	2750613	55.5	91.03	30450	k__Bacteria (UID1452)	91.52	3.64	0.0	72.1659	0.9999	0.001
TAF008_004	TAF008	bin.4	True	False	True	True	184	family	0.03	0.07	618335	51.3	91.86	4225	k__Bacteria (UID1453)	51.0	0.95	100.0	34.8909	0.9995	0.0045
TAF008_005	TAF008	bin.5	True	False	True	True	260	order	0.03	0.06	1693109	56.1	89.37	9793	c__Clostridia (UID1118)	89.76	1.01	50.0	30.0254	0.9996	0.001
TAF008_006	TAF008	bin.6	True	False	True	True	363	order	0.03	0.06	1218445	50.9	91.67	4074	o__Clostridiales (UID1120)	76.18	0.02	0.0	19.5738	0.9996	0.0032
TAF008_007	TAF008	bin.7	True	False	True	True	766	genus	0.02	0.05	2562509	66.9	91.01	4216	o__Actinomycetales (UID1697)	78.32	1.94	80.0	22.3015	0.9992	0.0017
TAF008_008	TAF008	bin.8	True	False	True	True	788	phylum	0.07	0.16	1807491	62.6	86.89	2540	p__Actinobacteria (UID2112)	78.98	2.53	80.0	16.535	0.9992	0.0005
TAF008_009	TAF008	bin.9	True	True	True	True	137	genus	0.02	0.05	2331143	64.0	90.13	24821	f__Actinomycetaceae (UID1531)	94.73	3.37	53.85	57.1153	1.0	0.0002
TAF008_010	TAF008	bin.10	True	False	True	True	612	kingdom	0.0	0.0	1251791	39.4	91.19	2209	o__Clostridiales (UID1226)	74.3	2.89	50.0	15.353	0.9995	0.001
TAF017_001	TAF017	bin.1	True	False	True	False	441	phylum	0.03	0.05	1365709	54.8	89.86	3781	k__Bacteria (UID2570)	84.23	2.6	33.33	33.5757	0.9992	0.0053
TAF018_001	TAF018	bin.1	True	False	True	True	720	genus	0.63	2.42	3377911	63.8	87.72	6054	k__Bacteria (UID2565)	58.42	0.0	0.0	10.1364	0.9987	0.0018
TAF018_002	TAF018	bin.2	True	False	True	False	701	genus	0.02	0.05	1918618	64.5	91.33	3189	f__Actinomycetaceae (UID1531)	85.31	3.22	46.15	16.9013	0.9988	0.0067
VLC001_001	VLC001	bin.1	True	True	True	False	398	genus	0.54	1.78	1914360	39.9	91.67	6356	f__Pasteurellaceae (UID4932)	96.03	0.91	60.0	20.6923	0.9985	0.0059
VLC001_002	VLC001	bin.2	True	True	True	True	123	kingdom	0.0	0.0	2718744	55.6	91.1	33341	k__Bacteria (UID1452)	90.3	3.64	0.0	14.9746	0.9994	0.0001
VLC001_003	VLC001	bin.3	True	True	True	True	685	kingdom	0.0	0.0	2029072	39.7	93.48	3465	f__Spirochaetaceae (UID2512)	93.03	0.54	50.0	23.8863	0.998	0.0004
VLC001_004	VLC001	bin.4	True	False	True	True	671	kingdom	0.0	0.0	1660943	41.7	94.65	2644	p__Bacteroidetes (UID2605)	77.15	0.0	0.0	11.8506	0.998	0.0018
VLC001_005	VLC001	bin.5	True	True	True	True	81	family	0.34	1.14	1477101	50.0	91.64	25938	o__Clostridiales (UID1120)	95.74	0.0	0.0	24.3808	0.9996	0.0001
VLC001_006	VLC001	bin.6	True	True	True	True	61	genus	0.02	0.05	3323627	66.2	89.42	75507	o__Actinomycetales (UID1697)	97.47	1.75	0.0	31.52	0.999	0.0007
VLC001_007	VLC001	bin.7	True	False	True	False	479	order	0.02	0.05	2596924	71.9	83.67	5276	f__Actinomycetaceae (UID1531)	77.37	2.36	42.86	20.9051	0.9956	0.0065
VLC001_008	VLC001	bin.8	True	False	True	True	1025	kingdom	0.0	0.0	1922521	48.0	85.78	1948	g__Prevotella (UID2724)	61.08	1.61	12.5	5.4089	0.9951	0.0034
VLC001_009	VLC001	bin.9	True	True	True	False	383	kingdom	0.0	0.0	2229997	43.8	89.75	9276	o__Lactobacillales (UID544)	90.29	3.32	93.75	93.9616	0.9991	0.0116
VLC001_010	VLC001	bin.10	True	True	True	True	242	kingdom	0.0	0.0	1635438	42.1	90.74	8770	g__Streptococcus (UID576)	91.82	1.1	33.33	25.9984	0.999	0.0011
VLC001_011	VLC001	bin.11	True	True	True	True	54	class	0.03	0.05	2691954	63.9	82.91	79339	o__Burkholderiales (UID4000)	98.53	0.23	0.0	46.3505	0.9997	0.0001
VLC001_012	VLC001	bin.12	True	False	True	True	187	kingdom	0.0	0.0	2012933	57.6	86.07	16670	o__Actinomycetales (UID1530)	79.03	0.0	0.0	18.7317	0.9995	0.001
VLC001_013	VLC001	bin.13	True	False	True	False	594	kingdom	0.0	0.0	3143950	71.6	85.16	6606	f__Actinomycetaceae (UID1531)	74.73	0.43	66.67	18.6148	0.9988	0.0075
VLC001_014	VLC001	bin.14	True	False	True	True	534	genus	0.58	3.15	1766591	63.2	87.33	4075	p__Actinobacteria (UID2112)	78.76	1.51	20.0	6.414	0.9961	0.0002
VLC001_015	VLC001	bin.15	True	True	True	True	271	kingdom	0.0	0.0	2132507	48.4	93.8	11802	f__Spirochaetaceae (UID2535)	93.18	0.41	100.0	14.1329	0.9994	0.0004
VLC001_016	VLC001	bin.16	True	True	True	True	187	family	0.06	0.13	2937975	61.3	83.11	22922	p__Actinobacteria (UID2112)	99.19	2.62	2.86	36.712	0.9989	0.0036
VLC001_017	VLC001	bin.17	True	False	True	True	571	kingdom	0.0	0.0	1865213	57.6	87.6	3541	o__Actinomycetales (UID1812)	69.32	0.66	50.0	6.2303	0.9963	0.0015
VLC001_018	VLC001	bin.18	True	False	True	True	139	class	0.18	0.46	530882	51.7	91.36	4349	k__Bacteria (UID203)	62.85	0.0	0.0	6.6753	0.9974	0.0004
VLC001_019	VLC001	bin.19	True	False	True	True	588	kingdom	0.0	0.0	2046344	39.9	92.66	4345	p__Bacteroidetes (UID2605)	73.86	0.0	0.0	38.2644	0.9984	0.0013
VLC001_020	VLC001	bin.20	True	False	True	False	588	kingdom	0.0	0.0	1678202	47.3	91.01	3283	o__Lactobacillales (UID355)	84.89	3.49	44.44	7.2611	0.9948	0.0051
VLC001_021	VLC001	bin.21	True	False	True	False	799	kingdom	0.0	0.0	2511105	73.8	87.51	3408	f__Actinomycetaceae (UID1531)	72.11	1.62	71.43	47.857	0.9977	0.0097
VLC001_022	VLC001	bin.22	True	True	True	True	30	kingdom	0.0	0.0	3184628	65.5	87.82	149087	p__Proteobacteria (UID3887)	98.66	0.0	0.0	79.5204	0.9997	0.0
VLC001_023	VLC001	bin.23	True	False	True	True	353	family	0.64	2.63	1124888	44.0	92.44	3783	o__Clostridiales (UID1120)	86.91	1.61	60.0	7.2191	0.9964	0.0001
VLC001_024	VLC001	bin.24	True	True	True	True	323	kingdom	0.0	0.0	2006239	53.2	89.61	9215	o__Clostridiales (UID1120)	94.75	0.02	0.0	9.0928	0.9983	0.0001
VLC001_025	VLC001	bin.25	False	False	True	True	242	class	0.06	0.12	611084	46.8	91.53	2604	k__Bacteria (UID1453)	44.83	0.85	100.0	6.1638	0.9954	0.0006
VLC001_026	VLC001	bin.26	True	True	True	True	132	kingdom	0.0	0.0	1990042	49.0	87.3	20100	f__Porphyromonadaceae (UID2622)	98.03	0.0	0.0	36.6982	0.9998	0.0003
VLC001_027	VLC001	bin.27	True	False	True	False	96	class	0.06	0.12	751998	48.4	92.0	15256	k__Bacteria (UID1452)	58.02	2.78	75.0	36.2916	0.9988	0.0111
VLC001_028	VLC001	bin.28	True	True	True	False	209	kingdom	0.0	0.0	2204179	54.1	86.01	24936	o__Actinomycetales (UID1530)	95.49	0.46	100.0	62.2701	0.9992	0.012
VLC001_029	VLC001	bin.29	True	False	True	False	203	order	0.03	0.06	656377	50.5	90.44	3721	k__Bacteria (UID1452)	50.91	3.7	50.0	13.7111	0.9967	0.0166
VLC001_030	VLC001	bin.30	True	False	True	True	250	kingdom	0.0	0.0	888832	40.8	93.75	4295	o__Clostridiales (UID1120)	80.79	0.71	0.0	9.9217	0.9983	0.0007
VLC001_031	VLC001	bin.31	True	False	True	False	598	kingdom	0.0	0.0	1253143	54.6	86.82	2087	k__Bacteria (UID203)	52.35	0.0	0.0	63.4807	0.999	0.0143
VLC001_032	VLC001	bin.32	True	False	True	True	567	phylum	0.02	0.04	1167585	48.5	95.81	2194	p__Bacteroidetes (UID2605)	60.83	1.16	33.33	5.5516	0.9961	0.0002
VLC001_033	VLC001	bin.33	True	True	True	True	244	genus	0.22	0.57	1445817	46.9	90.03	7191	o__Clostridiales (UID1120)	91.78	0.71	0.0	8.6335	0.9986	0.0003
VLC001_034	VLC001	bin.34	True	False	True	False	499	kingdom	0.0	0.0	1705653	51.1	91.93	3537	f__Spirochaetaceae (UID2535)	74.9	0.04	100.0	17.8859	0.9981	0.0193
VLC001_035	VLC001	bin.35	True	False	True	True	645	genus	0.03	0.06	1136680	61.3	86.99	1792	f__Actinomycetaceae (UID1531)	54.24	2.53	25.0	4.6995	0.995	0.0012
VLC001_036	VLC001	bin.36	True	True	True	True	102	family	0.18	0.43	2291397	61.3	88.26	33706	c__Deltaproteobacteria (UID3217)	96.08	0.0	0.0	23.7415	0.9997	0.0003
VLC001_037	VLC001	bin.37	True	False	True	False	532	order	0.17	0.39	1583684	64.0	87.44	3250	k__Bacteria (UID209)	77.73	2.54	100.0	32.8268	0.9989	0.0127
VLC001_038	VLC001	bin.38	True	True	True	True	197	kingdom	0.0	0.0	1493122	45.8	89.17	10784	o__Clostridiales (UID1120)	98.58	0.0	0.0	19.5789	0.9994	0.0001
VLC001_039	VLC001	bin.39	True	False	True	True	405	genus	0.02	0.05	1985758	47.5	84.89	6421	o__Bacteroidales (UID2657)	89.11	0.94	0.0	7.8341	0.9982	0.0002
